scenario_id,ego_id,rule_STL
DEU_LocationAUpper-53_48_T-1,7,R_G3
DEU_LocationAUpper-53_48_T-1,8,R_G3
DEU_LocationAUpper-53_48_T-1,10,R_G3
DEU_LocationAUpper-53_48_T-1,12,R_G3
DEU_LocationAUpper-53_48_T-1,15,R_G1
DEU_LocationAUpper-53_48_T-1,16,R_G3
DEU_LocationAUpper-53_48_T-1,19,R_G3
DEU_LocationAUpper-53_48_T-1,20,R_G1
DEU_LocationAUpper-53_48_T-1,21,R_G3
DEU_LocationALower-44_12_T-1,5,R_G3
DEU_LocationALower-44_12_T-1,6,R_G3
DEU_LocationALower-44_12_T-1,7,R_G3
DEU_LocationALower-44_12_T-1,8,R_G3
DEU_LocationALower-44_12_T-1,9,R_G3
DEU_LocationALower-44_12_T-1,10,R_G3
DEU_LocationALower-44_12_T-1,11,R_G3
DEU_LocationALower-44_12_T-1,13,R_G3
DEU_LocationALower-44_12_T-1,14,R_G3
DEU_LocationALower-44_12_T-1,15,R_G1,R_G3
DEU_LocationALower-44_12_T-1,16,R_G3
DEU_LocationDLower-9_8_T-1,4,R_G3
DEU_LocationDLower-9_8_T-1,6,R_G3
DEU_LocationDLower-9_8_T-1,8,R_G3
DEU_LocationDLower-9_8_T-1,9,R_G3
DEU_LocationDLower-9_8_T-1,10,R_G3
DEU_LocationDLower-9_8_T-1,11,R_G3
DEU_LocationDLower-9_8_T-1,12,R_G1
DEU_LocationFLower-59_19_T-1,8,R_G3
DEU_LocationFLower-59_19_T-1,9,R_G1
DEU_LocationCUpper-5_40_T-1,5,R_G3
DEU_LocationCUpper-5_40_T-1,6,R_G3
DEU_LocationCUpper-5_40_T-1,8,R_G1
DEU_LocationCUpper-5_40_T-1,9,R_G1,R_G3
DEU_LocationCUpper-5_40_T-1,10,R_G3
DEU_LocationCUpper-5_40_T-1,11,R_G3
DEU_LocationCUpper-5_40_T-1,12,R_G3
DEU_LocationCUpper-5_40_T-1,14,R_G3
DEU_LocationAUpper-53_20_T-1,5,R_G3
DEU_LocationAUpper-53_20_T-1,8,R_G3
DEU_LocationAUpper-53_20_T-1,10,R_G3
DEU_LocationAUpper-53_20_T-1,12,R_G3
DEU_LocationAUpper-53_20_T-1,15,R_G3
DEU_LocationAUpper-53_20_T-1,16,R_G3
DEU_LocationAUpper-53_20_T-1,17,R_G3
DEU_LocationAUpper-53_20_T-1,18,R_G3
DEU_LocationCUpper-5_8_T-1,6,R_G3
DEU_LocationCUpper-5_8_T-1,7,R_G3
DEU_LocationCUpper-5_8_T-1,9,R_G1
DEU_LocationCUpper-5_8_T-1,11,R_G3
DEU_LocationCUpper-5_8_T-1,12,R_G1
DEU_LocationCUpper-5_8_T-1,13,R_G3
DEU_LocationCUpper-5_8_T-1,14,R_G3
DEU_LocationAUpper-57_4_T-1,5,R_G3
DEU_LocationAUpper-57_4_T-1,7,R_G3
DEU_LocationAUpper-57_4_T-1,9,R_G3
DEU_LocationAUpper-57_4_T-1,11,R_G3
DEU_LocationAUpper-57_4_T-1,12,R_G3
DEU_LocationAUpper-57_4_T-1,13,R_G3
DEU_LocationAUpper-57_4_T-1,14,R_G3
DEU_LocationAUpper-57_4_T-1,15,R_G3
DEU_LocationAUpper-57_4_T-1,16,R_G3
DEU_LocationAUpper-57_4_T-1,17,R_G3
DEU_LocationEUpper-17_45_T-1,3,R_G3
DEU_LocationAUpper-56_40_T-1,5,R_G3
DEU_LocationAUpper-56_40_T-1,6,R_G3
DEU_LocationAUpper-56_40_T-1,7,R_G3
DEU_LocationAUpper-56_40_T-1,8,R_G3
DEU_LocationAUpper-56_40_T-1,9,R_G3
DEU_LocationAUpper-56_40_T-1,10,R_G1
DEU_LocationAUpper-56_40_T-1,12,R_G3
DEU_LocationAUpper-56_40_T-1,13,R_G3
DEU_LocationAUpper-56_40_T-1,14,R_G3
DEU_LocationAUpper-56_40_T-1,15,R_G3
DEU_LocationAUpper-56_40_T-1,16,R_G3
DEU_LocationAUpper-56_40_T-1,17,R_G1
DEU_LocationAUpper-56_40_T-1,18,R_G3
DEU_LocationAUpper-46_37_T-1,6,R_G3
DEU_LocationAUpper-46_37_T-1,12,R_G3
DEU_LocationAUpper-46_37_T-1,16,R_G1
DEU_LocationAUpper-46_37_T-1,18,R_G3
DEU_LocationAUpper-46_37_T-1,19,R_G3
DEU_LocationAUpper-46_31_T-1,5,R_G3
DEU_LocationAUpper-46_31_T-1,6,R_G3
DEU_LocationAUpper-46_31_T-1,7,R_G3
DEU_LocationAUpper-46_31_T-1,13,R_G3
DEU_LocationAUpper-46_31_T-1,18,R_G3
DEU_LocationAUpper-46_31_T-1,20,R_G3
DEU_LocationALower-40_43_T-1,7,R_G3
DEU_LocationALower-40_43_T-1,9,R_G3
DEU_LocationALower-40_43_T-1,10,R_G3
DEU_LocationALower-40_43_T-1,11,R_G3
DEU_LocationALower-40_43_T-1,12,R_G3
DEU_LocationALower-40_43_T-1,13,R_G1,R_G3
DEU_LocationALower-40_43_T-1,14,R_G3
DEU_LocationALower-40_43_T-1,17,R_G3
DEU_LocationAUpper-46_25_T-1,6,R_G3
DEU_LocationAUpper-46_25_T-1,7,R_G3
DEU_LocationAUpper-46_25_T-1,8,R_G3
DEU_LocationAUpper-46_25_T-1,10,R_G3
DEU_LocationAUpper-46_25_T-1,11,R_G3
DEU_LocationAUpper-46_25_T-1,13,R_G3
DEU_LocationAUpper-46_25_T-1,14,R_G3
DEU_LocationAUpper-46_25_T-1,16,R_G3
DEU_LocationAUpper-46_25_T-1,17,R_G3
DEU_LocationAUpper-46_25_T-1,19,R_G3
DEU_LocationAUpper-49_20_T-1,5,R_G3
DEU_LocationAUpper-49_20_T-1,6,R_G3
DEU_LocationAUpper-49_20_T-1,9,R_G3
DEU_LocationAUpper-49_20_T-1,10,R_G3
DEU_LocationAUpper-49_20_T-1,20,R_G1
DEU_LocationAUpper-49_20_T-1,21,R_G3
DEU_LocationAUpper-49_20_T-1,25,R_G3
DEU_LocationAUpper-49_20_T-1,26,R_G1,R_G3
DEU_LocationCLower-5_26_T-1,5,R_G3
DEU_LocationCLower-5_26_T-1,6,R_G3
DEU_LocationCLower-5_26_T-1,7,R_G1,R_G3
DEU_LocationCLower-5_26_T-1,8,R_G3
DEU_LocationALower-49_4_T-1,5,R_G3
DEU_LocationALower-49_4_T-1,6,R_G3
DEU_LocationALower-49_4_T-1,7,R_G3
DEU_LocationALower-49_4_T-1,8,R_G3
DEU_LocationALower-49_4_T-1,9,R_G3
DEU_LocationALower-49_4_T-1,10,R_G3
DEU_LocationALower-49_4_T-1,11,R_G3
DEU_LocationELower-16_11_T-1,6,R_G3
DEU_LocationELower-16_11_T-1,8,R_G1,R_G3
DEU_LocationFLower-58_14_T-1,5,R_G3
DEU_LocationFLower-58_14_T-1,8,R_G3
DEU_LocationFLower-58_14_T-1,9,R_G3
DEU_LocationFLower-58_14_T-1,11,R_G1,R_G3
DEU_LocationFLower-58_14_T-1,13,R_G3
DEU_LocationFLower-58_14_T-1,14,R_G3
DEU_LocationFLower-58_14_T-1,15,R_G1,R_G3
DEU_LocationAUpper-26_49_T-1,7,R_G3
DEU_LocationAUpper-26_49_T-1,9,R_G1
DEU_LocationAUpper-26_49_T-1,14,R_G3
DEU_LocationAUpper-26_49_T-1,17,R_G3
DEU_LocationAUpper-26_49_T-1,21,R_G2,R_G3
DEU_LocationFLower-58_10_T-1,5,R_G3
DEU_LocationFLower-58_10_T-1,7,R_G3
DEU_LocationFLower-58_10_T-1,9,R_G3
DEU_LocationFLower-58_10_T-1,12,R_G3
DEU_LocationFLower-58_10_T-1,13,R_G3
DEU_LocationFLower-58_10_T-1,15,R_G3
DEU_LocationFLower-58_10_T-1,17,R_G3
DEU_LocationFLower-58_10_T-1,18,R_G3
DEU_LocationALower-46_41_T-1,5,R_G3
DEU_LocationALower-46_41_T-1,13,R_G2,R_G3
DEU_LocationALower-46_41_T-1,15,R_G3
DEU_LocationALower-46_41_T-1,21,R_G1
DEU_LocationALower-46_41_T-1,22,R_G3
DEU_LocationALower-46_41_T-1,28,R_G1
DEU_LocationDUpper-9_6_T-1,4,R_G3
DEU_LocationALower-37_14_T-1,11,R_G3
DEU_LocationALower-37_14_T-1,12,R_G3
DEU_LocationDUpper-7_29_T-1,5,R_G3
DEU_LocationDUpper-7_29_T-1,7,R_G3
DEU_LocationDUpper-7_29_T-1,12,R_G1
DEU_LocationALower-37_35_T-1,5,R_G3
DEU_LocationALower-37_35_T-1,6,R_G3
DEU_LocationALower-37_35_T-1,7,R_G3
DEU_LocationALower-37_35_T-1,8,R_G3
DEU_LocationALower-37_35_T-1,9,R_G3
DEU_LocationALower-37_35_T-1,10,R_G3
DEU_LocationALower-37_35_T-1,12,R_G1,R_G3
DEU_LocationELower-23_14_T-1,5,R_G3
DEU_LocationAUpper-26_29_T-1,14,R_G2
DEU_LocationAUpper-26_29_T-1,19,R_G2
DEU_LocationAUpper-26_29_T-1,24,R_G1
DEU_LocationAUpper-26_29_T-1,29,R_G1
DEU_LocationAUpper-26_29_T-1,32,R_G1
DEU_LocationAUpper-26_29_T-1,33,R_G1
DEU_LocationAUpper-52_12_T-1,5,R_G3
DEU_LocationAUpper-52_12_T-1,6,R_G3
DEU_LocationAUpper-52_12_T-1,8,R_G3
DEU_LocationAUpper-52_12_T-1,13,R_G3
DEU_LocationAUpper-52_12_T-1,14,R_G3
DEU_LocationAUpper-52_12_T-1,18,R_G3
DEU_LocationAUpper-52_12_T-1,22,R_G1
DEU_LocationAUpper-52_12_T-1,24,R_G3
DEU_LocationAUpper-52_12_T-1,25,R_G3
DEU_LocationAUpper-48_28_T-1,5,R_G3
DEU_LocationAUpper-48_28_T-1,8,R_G3
DEU_LocationAUpper-48_28_T-1,10,R_G3
DEU_LocationAUpper-48_28_T-1,11,R_G1
DEU_LocationAUpper-48_28_T-1,14,R_G3
DEU_LocationAUpper-48_28_T-1,18,R_G3
DEU_LocationAUpper-48_28_T-1,20,R_G3
DEU_LocationAUpper-48_28_T-1,22,R_G3
DEU_LocationAUpper-48_28_T-1,23,R_G3
DEU_LocationBUpper-2_32_T-1,3,R_G3
DEU_LocationBUpper-2_32_T-1,4,R_G3
DEU_LocationBUpper-2_32_T-1,5,R_G1
DEU_LocationELower-24_16_T-1,6,R_G3
DEU_LocationELower-24_16_T-1,8,R_G3
DEU_LocationELower-24_16_T-1,14,R_G3
DEU_LocationELower-24_16_T-1,15,R_G3
DEU_LocationELower-24_16_T-1,17,R_G3
DEU_LocationAUpper-42_27_T-1,5,R_G3
DEU_LocationAUpper-42_27_T-1,10,R_G3
DEU_LocationAUpper-42_27_T-1,14,R_G3
DEU_LocationAUpper-42_27_T-1,19,R_G3
DEU_LocationAUpper-42_27_T-1,22,R_G3
DEU_LocationAUpper-42_27_T-1,26,R_G3
DEU_LocationAUpper-49_5_T-1,5,R_G3
DEU_LocationAUpper-49_5_T-1,6,R_G3
DEU_LocationAUpper-49_5_T-1,8,R_G3
DEU_LocationAUpper-49_5_T-1,9,R_G3
DEU_LocationAUpper-49_5_T-1,10,R_G3
DEU_LocationAUpper-49_5_T-1,13,R_G3
DEU_LocationAUpper-49_5_T-1,14,R_G3
DEU_LocationAUpper-49_5_T-1,15,R_G3
DEU_LocationAUpper-49_5_T-1,16,R_G3
DEU_LocationAUpper-49_5_T-1,18,R_G3
DEU_LocationAUpper-49_5_T-1,21,R_G3
DEU_LocationAUpper-49_5_T-1,23,R_G1
DEU_LocationAUpper-49_5_T-1,24,R_G3
DEU_LocationAUpper-54_44_T-1,5,R_G3
DEU_LocationAUpper-54_44_T-1,9,R_G3
DEU_LocationAUpper-54_44_T-1,11,R_G3
DEU_LocationAUpper-54_44_T-1,13,R_G3
DEU_LocationAUpper-54_44_T-1,14,R_G3
DEU_LocationAUpper-54_44_T-1,15,R_G3
DEU_LocationAUpper-54_44_T-1,16,R_G3
DEU_LocationAUpper-54_44_T-1,17,R_G1,R_G3
DEU_LocationEUpper-21_9_T-1,5,R_G3
DEU_LocationALower-44_22_T-1,5,R_G3
DEU_LocationALower-44_22_T-1,6,R_G3
DEU_LocationALower-44_22_T-1,8,R_G1,R_G3
DEU_LocationALower-44_22_T-1,9,R_G3
DEU_LocationALower-44_22_T-1,10,R_G3
DEU_LocationALower-44_22_T-1,11,R_G3
DEU_LocationALower-44_22_T-1,12,R_G3
DEU_LocationALower-44_22_T-1,14,R_G3
DEU_LocationALower-44_22_T-1,18,R_G3
DEU_LocationALower-44_22_T-1,22,R_G3
DEU_LocationALower-44_22_T-1,26,R_G3
DEU_LocationALower-44_22_T-1,27,R_G3
DEU_LocationALower-44_22_T-1,28,R_G3
DEU_LocationDLower-8_46_T-1,4,R_G3
DEU_LocationDLower-8_46_T-1,5,R_G3
DEU_LocationDLower-8_46_T-1,7,R_G3
DEU_LocationAUpper-51_15_T-1,5,R_G3
DEU_LocationAUpper-51_15_T-1,6,R_G3
DEU_LocationAUpper-51_15_T-1,8,R_G3
DEU_LocationAUpper-51_15_T-1,9,R_G3
DEU_LocationAUpper-51_15_T-1,11,R_G3
DEU_LocationAUpper-51_15_T-1,12,R_G3
DEU_LocationAUpper-51_15_T-1,14,R_G3
DEU_LocationAUpper-51_15_T-1,15,R_G3
DEU_LocationAUpper-51_15_T-1,16,R_G3
DEU_LocationAUpper-51_15_T-1,17,R_G3
DEU_LocationAUpper-51_15_T-1,18,R_G3
DEU_LocationAUpper-51_15_T-1,21,R_G3
DEU_LocationALower-42_39_T-1,5,R_G3
DEU_LocationALower-42_39_T-1,10,R_G3
DEU_LocationALower-42_39_T-1,11,R_G1
DEU_LocationALower-42_39_T-1,13,R_G3
DEU_LocationALower-42_39_T-1,15,R_G1
DEU_LocationALower-42_39_T-1,18,R_G3
DEU_LocationAUpper-50_26_T-1,6,R_G3
DEU_LocationAUpper-50_26_T-1,9,R_G3
DEU_LocationAUpper-50_26_T-1,10,R_G3
DEU_LocationALower-14_36_T-1,5,R_G3
DEU_LocationALower-14_36_T-1,9,R_G1,R_G3
DEU_LocationALower-14_36_T-1,10,R_G3
DEU_LocationALower-14_36_T-1,14,R_G3
DEU_LocationALower-14_36_T-1,15,R_G3
DEU_LocationALower-14_36_T-1,16,R_G3
DEU_LocationALower-39_55_T-1,5,R_G3
DEU_LocationALower-39_55_T-1,6,R_G3
DEU_LocationALower-39_55_T-1,8,R_G3
DEU_LocationALower-39_55_T-1,11,R_G3
DEU_LocationALower-39_55_T-1,14,R_G3
DEU_LocationALower-51_16_T-1,5,R_G3
DEU_LocationALower-51_16_T-1,10,R_G3
DEU_LocationALower-51_16_T-1,12,R_G3
DEU_LocationALower-51_16_T-1,13,R_G3
DEU_LocationALower-51_16_T-1,14,R_G3
DEU_LocationALower-51_16_T-1,15,R_G3
DEU_LocationALower-27_33_T-1,5,R_G3
DEU_LocationALower-27_33_T-1,6,R_G3
DEU_LocationALower-27_33_T-1,7,R_G3
DEU_LocationALower-27_33_T-1,9,R_G3
DEU_LocationALower-27_33_T-1,10,R_G3
DEU_LocationALower-27_33_T-1,11,R_G3
DEU_LocationALower-27_33_T-1,12,R_G3
DEU_LocationALower-27_33_T-1,13,R_G3
DEU_LocationALower-27_33_T-1,14,R_G3
DEU_LocationALower-27_33_T-1,15,R_G1
DEU_LocationALower-27_33_T-1,16,R_G3
DEU_LocationALower-48_34_T-1,5,R_G3
DEU_LocationALower-48_34_T-1,10,R_G3
DEU_LocationALower-48_34_T-1,11,R_G3
DEU_LocationALower-48_34_T-1,13,R_G3
DEU_LocationALower-48_34_T-1,14,R_G3
DEU_LocationALower-48_34_T-1,16,R_G1
DEU_LocationALower-48_34_T-1,18,R_G3
DEU_LocationALower-48_34_T-1,21,R_G3
DEU_LocationALower-48_34_T-1,22,R_G3
DEU_LocationALower-38_53_T-1,6,R_G3
DEU_LocationALower-38_53_T-1,10,R_G1,R_G3
DEU_LocationALower-38_53_T-1,12,R_G3
DEU_LocationALower-38_53_T-1,13,R_G3
DEU_LocationALower-38_53_T-1,14,R_G3
DEU_LocationALower-38_53_T-1,16,R_G3
DEU_LocationALower-38_53_T-1,18,R_G3
DEU_LocationAUpper-29_39_T-1,5,R_G3
DEU_LocationAUpper-29_39_T-1,8,R_G3
DEU_LocationAUpper-29_39_T-1,9,R_G3
DEU_LocationAUpper-29_39_T-1,11,R_G3
DEU_LocationAUpper-29_39_T-1,13,R_G3
DEU_LocationAUpper-29_39_T-1,14,R_G3
DEU_LocationAUpper-29_39_T-1,17,R_G3
DEU_LocationAUpper-56_36_T-1,6,R_G3
DEU_LocationAUpper-56_36_T-1,7,R_G3
DEU_LocationAUpper-56_36_T-1,8,R_G3
DEU_LocationAUpper-56_36_T-1,9,R_G3
DEU_LocationAUpper-56_36_T-1,10,R_G3
DEU_LocationAUpper-56_36_T-1,12,R_G3
DEU_LocationAUpper-56_36_T-1,13,R_G1,R_G3
DEU_LocationAUpper-56_36_T-1,14,R_G1
DEU_LocationAUpper-56_36_T-1,15,R_G1,R_G3
DEU_LocationAUpper-56_36_T-1,16,R_G3
DEU_LocationAUpper-56_36_T-1,17,R_G3
DEU_LocationAUpper-56_36_T-1,19,R_G3
DEU_LocationAUpper-56_36_T-1,20,R_G3
DEU_LocationAUpper-51_9_T-1,5,R_G3
DEU_LocationAUpper-51_9_T-1,7,R_G1
DEU_LocationAUpper-51_9_T-1,8,R_G3
DEU_LocationAUpper-51_9_T-1,9,R_G3
DEU_LocationAUpper-51_9_T-1,10,R_G3
DEU_LocationAUpper-51_9_T-1,11,R_G3
DEU_LocationAUpper-51_9_T-1,12,R_G3
DEU_LocationAUpper-51_9_T-1,14,R_G3
DEU_LocationAUpper-51_9_T-1,15,R_G3
DEU_LocationAUpper-51_9_T-1,16,R_G1,R_G3
DEU_LocationAUpper-51_9_T-1,17,R_G3
DEU_LocationAUpper-51_9_T-1,18,R_G3
DEU_LocationAUpper-51_9_T-1,19,R_G3
DEU_LocationAUpper-51_9_T-1,20,R_G3
DEU_LocationAUpper-51_9_T-1,21,R_G3
DEU_LocationAUpper-51_9_T-1,22,R_G3
DEU_LocationALower-50_30_T-1,5,R_G3
DEU_LocationALower-50_30_T-1,6,R_G3
DEU_LocationALower-50_30_T-1,7,R_G3
DEU_LocationALower-50_30_T-1,9,R_G3
DEU_LocationALower-50_30_T-1,10,R_G3
DEU_LocationALower-50_30_T-1,11,R_G3
DEU_LocationALower-50_30_T-1,12,R_G3
DEU_LocationALower-50_30_T-1,13,R_G3
DEU_LocationALower-54_1_T-1,5,R_G3
DEU_LocationALower-54_1_T-1,8,R_G3
DEU_LocationALower-54_1_T-1,9,R_G3
DEU_LocationAUpper-37_44_T-1,5,R_G3
DEU_LocationALower-41_35_T-1,6,R_G3
DEU_LocationALower-41_35_T-1,7,R_G3
DEU_LocationALower-41_35_T-1,8,R_G3
DEU_LocationALower-41_35_T-1,9,R_G3
DEU_LocationALower-41_35_T-1,10,R_G3
DEU_LocationALower-41_35_T-1,13,R_G3
DEU_LocationALower-41_35_T-1,14,R_G3
DEU_LocationALower-41_35_T-1,15,R_G3
DEU_LocationALower-41_35_T-1,17,R_G1
DEU_LocationALower-41_35_T-1,18,R_G1
DEU_LocationALower-41_35_T-1,19,R_G3
DEU_LocationALower-41_35_T-1,20,R_G1
DEU_LocationALower-41_35_T-1,21,R_G3
DEU_LocationALower-41_35_T-1,24,R_G3
DEU_LocationALower-34_29_T-1,6,R_G3
DEU_LocationALower-34_29_T-1,8,R_G3
DEU_LocationALower-34_29_T-1,11,R_G3
DEU_LocationALower-34_29_T-1,13,R_G3
DEU_LocationALower-34_29_T-1,14,R_G3
DEU_LocationALower-34_29_T-1,15,R_G3
DEU_LocationALower-34_29_T-1,20,R_G3
DEU_LocationAUpper-37_39_T-1,8,R_G1,R_G3
DEU_LocationAUpper-37_39_T-1,13,R_G3
DEU_LocationAUpper-37_39_T-1,17,R_G3
DEU_LocationALower-39_33_T-1,5,R_G3
DEU_LocationALower-39_33_T-1,6,R_G3
DEU_LocationALower-39_33_T-1,7,R_G3
DEU_LocationALower-39_33_T-1,8,R_G3
DEU_LocationALower-39_33_T-1,9,R_G3
DEU_LocationALower-39_33_T-1,10,R_G3
DEU_LocationALower-39_33_T-1,11,R_G3
DEU_LocationALower-39_33_T-1,12,R_G3
DEU_LocationALower-39_33_T-1,13,R_G3
DEU_LocationALower-39_33_T-1,14,R_G1,R_G3
DEU_LocationALower-39_33_T-1,15,R_G1,R_G3
DEU_LocationELower-18_27_T-1,3,R_G3
DEU_LocationELower-18_27_T-1,8,R_G3
DEU_LocationELower-18_27_T-1,9,R_G1
DEU_LocationALower-11_25_T-1,5,R_G3
DEU_LocationALower-11_25_T-1,6,R_G3
DEU_LocationALower-11_25_T-1,11,R_G3
DEU_LocationALower-11_25_T-1,12,R_G3
DEU_LocationALower-11_25_T-1,16,R_G1
DEU_LocationALower-11_25_T-1,17,R_G3
DEU_LocationALower-11_25_T-1,19,R_G3
DEU_LocationCUpper-4_36_T-1,6,R_G3
DEU_LocationCUpper-4_36_T-1,7,R_G3
DEU_LocationCUpper-4_36_T-1,8,R_G3
DEU_LocationCUpper-4_36_T-1,9,R_G3
DEU_LocationALower-14_37_T-1,5,R_G3
DEU_LocationALower-14_37_T-1,6,R_G3
DEU_LocationALower-14_37_T-1,7,R_G3
DEU_LocationALower-14_37_T-1,8,R_G3
DEU_LocationALower-14_37_T-1,9,R_G3
DEU_LocationALower-14_37_T-1,11,R_G3
DEU_LocationALower-14_37_T-1,12,R_G3
DEU_LocationALower-14_37_T-1,13,R_G3
DEU_LocationEUpper-15_29_T-1,3,R_G3
DEU_LocationEUpper-19_26_T-1,9,R_G3
DEU_LocationEUpper-19_26_T-1,12,R_G3
DEU_LocationALower-29_8_T-1,6,R_G3
DEU_LocationALower-29_8_T-1,7,R_G3
DEU_LocationALower-29_8_T-1,8,R_G3
DEU_LocationALower-29_8_T-1,9,R_G1
DEU_LocationALower-29_8_T-1,10,R_G3
DEU_LocationALower-29_8_T-1,12,R_G1,R_G3
DEU_LocationALower-29_8_T-1,13,R_G3
DEU_LocationALower-29_8_T-1,15,R_G1,R_G3
DEU_LocationAUpper-57_3_T-1,7,R_G3
DEU_LocationAUpper-57_3_T-1,11,R_G3
DEU_LocationAUpper-57_3_T-1,12,R_G3
DEU_LocationAUpper-57_3_T-1,13,R_G3
DEU_LocationAUpper-57_3_T-1,14,R_G3
DEU_LocationALower-25_52_T-1,12,R_G3
DEU_LocationALower-25_52_T-1,13,R_G3
DEU_LocationALower-25_52_T-1,20,R_G3
DEU_LocationALower-28_40_T-1,9,R_G3
DEU_LocationALower-28_40_T-1,10,R_G3
DEU_LocationALower-28_40_T-1,12,R_G3
DEU_LocationALower-28_40_T-1,13,R_G3
DEU_LocationCUpper-4_49_T-1,5,R_G3
DEU_LocationCUpper-4_49_T-1,6,R_G3
DEU_LocationCUpper-4_49_T-1,8,R_G3
DEU_LocationCUpper-4_49_T-1,9,R_G3
DEU_LocationCUpper-4_49_T-1,10,R_G3
DEU_LocationCUpper-4_49_T-1,14,R_G3
DEU_LocationALower-37_26_T-1,5,R_G3
DEU_LocationALower-37_26_T-1,6,R_G1
DEU_LocationALower-37_26_T-1,9,R_G3
DEU_LocationALower-37_26_T-1,11,R_G3
DEU_LocationEUpper-24_11_T-1,8,R_G1
DEU_LocationDUpper-9_35_T-1,4,R_G3
DEU_LocationDUpper-9_35_T-1,6,R_G3
DEU_LocationDUpper-9_35_T-1,7,R_G3
DEU_LocationDUpper-9_35_T-1,9,R_G3
DEU_LocationDUpper-9_35_T-1,10,R_G1
DEU_LocationDUpper-9_35_T-1,12,R_G3
DEU_LocationDUpper-9_35_T-1,13,R_G3
DEU_LocationDUpper-9_35_T-1,14,R_G3
DEU_LocationDUpper-9_35_T-1,15,R_G3
DEU_LocationDUpper-9_35_T-1,16,R_G3
DEU_LocationDUpper-9_35_T-1,17,R_G1,R_G3
DEU_LocationALower-48_36_T-1,6,R_G3
DEU_LocationALower-48_36_T-1,7,R_G3
DEU_LocationALower-48_36_T-1,8,R_G3
DEU_LocationALower-48_36_T-1,12,R_G3
DEU_LocationALower-48_36_T-1,14,R_G3
DEU_LocationALower-48_36_T-1,15,R_G3
DEU_LocationALower-48_36_T-1,16,R_G1
DEU_LocationALower-48_36_T-1,19,R_G3
DEU_LocationALower-31_16_T-1,5,R_G3
DEU_LocationALower-31_16_T-1,6,R_G3
DEU_LocationALower-31_16_T-1,7,R_G3
DEU_LocationALower-31_16_T-1,8,R_G3
DEU_LocationALower-31_16_T-1,9,R_G3
DEU_LocationALower-31_16_T-1,10,R_G3
DEU_LocationALower-31_16_T-1,12,R_G1
DEU_LocationALower-31_16_T-1,13,R_G3
DEU_LocationALower-27_26_T-1,6,R_G3
DEU_LocationEUpper-23_4_T-1,5,R_G1
DEU_LocationEUpper-23_4_T-1,6,R_G3
DEU_LocationEUpper-23_4_T-1,10,R_G3
DEU_LocationAUpper-31_9_T-1,5,R_G3
DEU_LocationAUpper-31_9_T-1,6,R_G3
DEU_LocationAUpper-31_9_T-1,10,R_G3
DEU_LocationAUpper-31_9_T-1,12,R_G1,R_G3
DEU_LocationDUpper-10_6_T-1,7,R_G1,R_G3
DEU_LocationALower-46_44_T-1,5,R_G3
DEU_LocationALower-46_44_T-1,7,R_G1,R_G3
DEU_LocationALower-46_44_T-1,8,R_G3
DEU_LocationALower-46_44_T-1,9,R_G3
