scenario_id,ego_id,rule_STL
DEU_LocationALower-44_101_T-1,10,R_G3
DEU_LocationALower-44_101_T-1,11,R_G3
DEU_LocationALower-44_101_T-1,15,R_G3
DEU_LocationALower-44_101_T-1,16,R_G3
DEU_LocationELower-19_148_T-1,11,R_G1
DEU_LocationALower-28_84_T-1,12,R_G3
DEU_LocationFLower-60_115_T-1,9,R_G3
DEU_LocationELower-16_145_T-1,11,R_G3
DEU_LocationAUpper-34_93_T-1,15,R_G3
DEU_LocationDLower-8_89_T-1,11,R_G3
DEU_LocationCUpper-4_152_T-1,9,R_G1
DEU_LocationBLower-3_239_T-1,10,R_G3
DEU_LocationFUpper-60_122_T-1,16,R_G1
DEU_LocationAUpper-37_193_T-1,14,R_G1
DEU_LocationALower-33_16_T-1,8,R_G3
DEU_LocationALower-33_16_T-1,12,R_G1,R_G3
DEU_LocationALower-33_16_T-1,15,R_G1
DEU_LocationALower-33_16_T-1,20,R_G3
DEU_LocationAUpper-47_106_T-1,10,R_G1
DEU_LocationAUpper-57_14_T-1,16,R_G1
DEU_LocationALower-14_38_T-1,18,R_G1
DEU_LocationELower-16_191_T-1,7,R_G1
DEU_LocationELower-19_28_T-1,7,R_G1
DEU_LocationALower-52_49_T-1,8,R_G3
DEU_LocationALower-52_49_T-1,11,R_G3
DEU_LocationALower-37_138_T-1,17,R_G1
DEU_LocationALower-39_163_T-1,12,R_G3
DEU_LocationALower-49_136_T-1,10,R_G3
DEU_LocationALower-38_23_T-1,8,R_G1
DEU_LocationALower-38_23_T-1,9,R_G3
DEU_LocationAUpper-33_112_T-1,15,R_G3
DEU_LocationDUpper-8_11_T-1,11,R_G1
DEU_LocationALower-50_151_T-1,11,R_G3
DEU_LocationELower-18_140_T-1,6,R_G1
DEU_LocationFUpper-59_30_T-1,9,R_G1
DEU_LocationALower-42_168_T-1,6,R_G3
DEU_LocationALower-13_31_T-1,16,R_G3
DEU_LocationALower-13_31_T-1,21,R_G3
DEU_LocationALower-13_31_T-1,22,R_G3
DEU_LocationALower-56_200_T-1,21,R_G3
DEU_LocationALower-42_1_T-1,10,R_G3
DEU_LocationALower-42_1_T-1,12,R_G1
DEU_LocationAUpper-47_175_T-1,32,R_G1
DEU_LocationEUpper-23_128_T-1,8,R_G1
DEU_LocationAUpper-37_45_T-1,9,R_G1
DEU_LocationALower-43_194_T-1,6,R_G3
DEU_LocationALower-43_194_T-1,9,R_G3
DEU_LocationALower-43_194_T-1,11,R_G3
DEU_LocationALower-36_225_T-1,12,R_G3
DEU_LocationALower-36_225_T-1,13,R_G3
DEU_LocationALower-36_225_T-1,15,R_G3
DEU_LocationAUpper-46_161_T-1,13,R_G1
DEU_LocationALower-52_248_T-1,9,R_G1
DEU_LocationALower-52_248_T-1,19,R_G3
DEU_LocationALower-28_230_T-1,7,R_G3
DEU_LocationALower-28_52_T-1,13,R_G3
DEU_LocationALower-42_129_T-1,12,R_G3
DEU_LocationALower-42_129_T-1,15,R_G3
DEU_LocationALower-42_129_T-1,16,R_G3
DEU_LocationAUpper-13_180_T-1,7,R_G1
DEU_LocationAUpper-13_180_T-1,12,R_G1
DEU_LocationCLower-6_130_T-1,8,R_G3
DEU_LocationAUpper-27_139_T-1,10,R_G1
DEU_LocationALower-44_41_T-1,12,R_G3
DEU_LocationALower-44_41_T-1,16,R_G3
DEU_LocationCLower-5_241_T-1,8,R_G3
DEU_LocationALower-33_84_T-1,19,R_G1
DEU_LocationBLower-1_14_T-1,7,R_G1
