scenario_id,scenario_path,ego_id,rule_STL,first_violation_index,min_value,num_steps
DEU_LocationALower-52_160_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-52_160_T-1.xml,14,R_G2,16,-1,21
DEU_LocationALower-52_161_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-52_161_T-1.xml,12,R_G2,0,-1,21
DEU_LocationALower-53_110_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-53_110_T-1.xml,8,R_G2,13,-1,21
DEU_LocationALower-53_178_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-53_178_T-1.xml,15,R_G2,1,-1,21
DEU_LocationALower-53_227_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-53_227_T-1.xml,12,R_G2,1,-1,21
DEU_LocationALower-55_23_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-55_23_T-1.xml,9,R_G2,7,-1,21
DEU_LocationALower-56_135_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-56_135_T-1.xml,11,R_G2,13,-1,21
DEU_LocationALower-56_143_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-56_143_T-1.xml,19,R_G2,15,-1,21
DEU_LocationAUpper-11_49_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-11_49_T-1.xml,25,R_G2,9,-1,21
DEU_LocationAUpper-11_50_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-11_50_T-1.xml,19,R_G2,0,-1,21
DEU_LocationAUpper-11_50_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-11_50_T-1.xml,21,R_G2,8,-1,21
DEU_LocationAUpper-11_51_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-11_51_T-1.xml,18,R_G2,10,-1,21
DEU_LocationAUpper-11_52_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-11_52_T-1.xml,13,R_G2,0,-1,21
DEU_LocationAUpper-12_98_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-12_98_T-1.xml,30,R_G2,2,-1,21
DEU_LocationAUpper-12_98_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-12_98_T-1.xml,34,R_G2,7,-1,21
DEU_LocationAUpper-13_226_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_226_T-1.xml,19,R_G2,6,-1,21
DEU_LocationAUpper-13_33_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_33_T-1.xml,29,R_G2,13,-1,21
DEU_LocationAUpper-13_35_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_35_T-1.xml,28,R_G2,10,-1,21
DEU_LocationAUpper-13_45_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_45_T-1.xml,15,R_G2,16,-1,20
DEU_LocationAUpper-13_46_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_46_T-1.xml,11,R_G2,5,-1,8
DEU_LocationAUpper-13_46_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_46_T-1.xml,22,R_G2,16,-1,21
DEU_LocationAUpper-13_51_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_51_T-1.xml,11,R_G2,17,-1,21
DEU_LocationAUpper-13_52_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_52_T-1.xml,8,R_G2,0,-1,6
DEU_LocationAUpper-13_53_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_53_T-1.xml,8,R_G2,5,-1,7
DEU_LocationAUpper-13_53_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-13_53_T-1.xml,11,R_G2,7,-1,21
DEU_LocationAUpper-26_152_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_152_T-1.xml,21,R_G2,7,-1,21
DEU_LocationAUpper-26_154_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_154_T-1.xml,21,R_G2,2,-1,21
DEU_LocationAUpper-26_154_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_154_T-1.xml,23,R_G2,18,-1,21
DEU_LocationAUpper-26_155_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_155_T-1.xml,18,R_G2,4,-1,21
DEU_LocationAUpper-26_155_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_155_T-1.xml,19,R_G2,0,-1,21
DEU_LocationAUpper-26_158_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_158_T-1.xml,16,R_G2,3,-1,21
DEU_LocationAUpper-26_180_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_180_T-1.xml,20,R_G2,16,-1,21
DEU_LocationAUpper-26_187_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_187_T-1.xml,25,R_G2,8,-1,21
DEU_LocationAUpper-26_191_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_191_T-1.xml,32,R_G2,12,-1,21
DEU_LocationAUpper-26_192_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_192_T-1.xml,27,R_G2,0,-1,21
DEU_LocationAUpper-26_203_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_203_T-1.xml,7,R_G2,0,-1,6
DEU_LocationAUpper-26_204_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_204_T-1.xml,22,R_G2,0,-1,21
DEU_LocationAUpper-26_209_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_209_T-1.xml,22,R_G2,4,-1,21
DEU_LocationAUpper-26_217_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_217_T-1.xml,14,R_G2,5,-1,21
DEU_LocationAUpper-26_217_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_217_T-1.xml,21,R_G2,7,-1,21
DEU_LocationAUpper-26_226_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_226_T-1.xml,6,R_G2,4,-1,9
DEU_LocationAUpper-26_227_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_227_T-1.xml,9,R_G2,19,-1,21
DEU_LocationAUpper-26_228_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_228_T-1.xml,6,R_G2,0,-1,8
DEU_LocationAUpper-26_228_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_228_T-1.xml,7,R_G2,13,-1,19
DEU_LocationAUpper-26_230_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_230_T-1.xml,7,R_G2,12,-1,21
DEU_LocationAUpper-26_231_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_231_T-1.xml,7,R_G2,1,-1,8
DEU_LocationAUpper-26_242_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_242_T-1.xml,8,R_G2,1,-1,6
DEU_LocationAUpper-26_244_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_244_T-1.xml,8,R_G2,0,-1,10
DEU_LocationAUpper-26_250_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-26_250_T-1.xml,12,R_G2,18,-1,21
DEU_LocationAUpper-27_18_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-27_18_T-1.xml,9,R_G2,14,-1,21
DEU_LocationAUpper-27_97_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-27_97_T-1.xml,8,R_G2,7,-1,12
DEU_LocationAUpper-31_125_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-31_125_T-1.xml,27,R_G2,6,-1,21
DEU_LocationAUpper-31_126_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-31_126_T-1.xml,20,R_G2,3,-1,21
DEU_LocationAUpper-33_102_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-33_102_T-1.xml,11,R_G2,18,-1,21
DEU_LocationAUpper-33_103_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-33_103_T-1.xml,5,R_G2,0,-1,4
DEU_LocationAUpper-35_1_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_1_T-1.xml,5,R_G2,10,-1,21
DEU_LocationAUpper-35_2_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_2_T-1.xml,5,R_G2,0,-1,9
DEU_LocationAUpper-35_3_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_3_T-1.xml,7,R_G2,3,-1,10
DEU_LocationAUpper-35_3_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_3_T-1.xml,8,R_G2,2,-1,11
DEU_LocationAUpper-35_4_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_4_T-1.xml,5,R_G2,2,-1,20
DEU_LocationAUpper-35_4_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_4_T-1.xml,7,R_G2,20,-1,21
DEU_LocationAUpper-35_5_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-35_5_T-1.xml,5,R_G2,0,-1,16
DEU_LocationAUpper-36_135_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_135_T-1.xml,6,R_G2,2,-1,17
DEU_LocationAUpper-36_145_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_145_T-1.xml,5,R_G2,0,-1,6
DEU_LocationAUpper-36_145_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_145_T-1.xml,9,R_G2,5,-1,11
DEU_LocationAUpper-36_146_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_146_T-1.xml,9,R_G2,8,-1,21
DEU_LocationAUpper-36_163_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_163_T-1.xml,7,R_G2,7,-1,13
DEU_LocationAUpper-36_163_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_163_T-1.xml,10,R_G2,19,-1,21
DEU_LocationAUpper-36_164_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_164_T-1.xml,6,R_G2,0,-1,3
DEU_LocationAUpper-36_169_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_169_T-1.xml,18,R_G2,2,-1,21
DEU_LocationAUpper-36_180_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_180_T-1.xml,9,R_G2,12,-1,19
DEU_LocationAUpper-36_186_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_186_T-1.xml,9,R_G2,18,-1,21
DEU_LocationAUpper-36_187_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_187_T-1.xml,7,R_G2,0,-1,8
DEU_LocationAUpper-36_226_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_226_T-1.xml,8,R_G2,14,-1,21
DEU_LocationAUpper-36_226_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_226_T-1.xml,10,R_G2,7,-1,21
DEU_LocationAUpper-36_235_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_235_T-1.xml,13,R_G2,11,-1,21
DEU_LocationAUpper-36_238_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_238_T-1.xml,10,R_G2,13,-1,19
DEU_LocationAUpper-36_238_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_238_T-1.xml,11,R_G2,19,-1,21
DEU_LocationAUpper-36_239_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_239_T-1.xml,8,R_G2,9,-1,21
DEU_LocationAUpper-36_240_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_240_T-1.xml,7,R_G2,13,-1,21
DEU_LocationAUpper-36_241_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_241_T-1.xml,6,R_G2,0,-1,7
DEU_LocationAUpper-36_254_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_254_T-1.xml,12,R_G2,19,-1,21
DEU_LocationAUpper-36_255_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_255_T-1.xml,7,R_G2,0,-1,8
DEU_LocationAUpper-36_262_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_262_T-1.xml,10,R_G2,6,-1,21
DEU_LocationAUpper-36_263_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_263_T-1.xml,5,R_G2,0,-1,9
DEU_LocationAUpper-36_266_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_266_T-1.xml,8,R_G2,0,-1,8
DEU_LocationAUpper-36_266_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_266_T-1.xml,13,R_G2,19,-1,21
DEU_LocationAUpper-36_267_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_267_T-1.xml,8,R_G2,0,-1,4
DEU_LocationAUpper-36_267_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_267_T-1.xml,11,R_G2,4,-1,11
DEU_LocationAUpper-36_26_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_26_T-1.xml,6,R_G2,8,-1,13
DEU_LocationAUpper-36_278_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_278_T-1.xml,5,R_G2,1,-1,14
DEU_LocationAUpper-36_281_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_281_T-1.xml,16,R_G2,18,-1,21
DEU_LocationAUpper-36_282_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_282_T-1.xml,12,R_G2,0,-1,21
DEU_LocationAUpper-36_283_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_283_T-1.xml,12,R_G2,3,-1,21
DEU_LocationAUpper-36_293_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_293_T-1.xml,15,R_G2,10,-1,21
DEU_LocationAUpper-36_293_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_293_T-1.xml,18,R_G2,5,-1,21
DEU_LocationAUpper-36_294_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_294_T-1.xml,12,R_G2,5,-1,21
DEU_LocationAUpper-36_294_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_294_T-1.xml,19,R_G2,19,-1,21
DEU_LocationAUpper-36_294_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_294_T-1.xml,23,R_G2,8,-1,21
DEU_LocationAUpper-36_295_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_295_T-1.xml,15,R_G2,0,-1,21
DEU_LocationAUpper-36_295_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_295_T-1.xml,19,R_G2,0,-1,21
DEU_LocationAUpper-36_296_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_296_T-1.xml,17,R_G2,10,-1,21
DEU_LocationAUpper-36_298_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_298_T-1.xml,17,R_G2,7,-1,21
DEU_LocationAUpper-36_299_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_299_T-1.xml,17,R_G2,7,-1,21
DEU_LocationAUpper-36_300_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_300_T-1.xml,20,R_G2,4,-1,21
DEU_LocationAUpper-36_300_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_300_T-1.xml,27,R_G2,19,-1,21
DEU_LocationAUpper-36_33_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_33_T-1.xml,5,R_G2,3,-1,7
DEU_LocationAUpper-36_33_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_33_T-1.xml,7,R_G2,7,-1,17
DEU_LocationAUpper-36_33_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_33_T-1.xml,9,R_G2,17,-1,21
DEU_LocationAUpper-36_33_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_33_T-1.xml,11,R_G2,10,-1,16
DEU_LocationAUpper-36_34_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_34_T-1.xml,5,R_G2,0,-1,7
DEU_LocationAUpper-36_34_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_34_T-1.xml,6,R_G2,7,-1,19
DEU_LocationAUpper-36_34_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_34_T-1.xml,7,R_G2,0,-1,6
DEU_LocationAUpper-36_34_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_34_T-1.xml,10,R_G2,19,-1,21
DEU_LocationAUpper-36_34_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_34_T-1.xml,11,R_G2,16,-1,19
DEU_LocationAUpper-36_34_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_34_T-1.xml,12,R_G2,19,-1,21
DEU_LocationAUpper-36_35_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_35_T-1.xml,5,R_G2,0,-1,14
DEU_LocationAUpper-36_35_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_35_T-1.xml,6,R_G2,0,-1,7
DEU_LocationAUpper-36_35_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_35_T-1.xml,7,R_G2,14,-1,21
DEU_LocationAUpper-36_35_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_35_T-1.xml,11,R_G2,18,-1,21
DEU_LocationAUpper-36_35_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_35_T-1.xml,15,R_G2,18,-1,21
DEU_LocationAUpper-36_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_36_T-1.xml,6,R_G2,0,-1,7
DEU_LocationAUpper-36_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_36_T-1.xml,7,R_G2,0,-1,21
DEU_LocationAUpper-36_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_36_T-1.xml,8,R_G2,7,-1,12
DEU_LocationAUpper-36_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_36_T-1.xml,9,R_G2,12,-1,16
DEU_LocationAUpper-36_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_36_T-1.xml,10,R_G2,0,-1,12
DEU_LocationAUpper-36_36_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_36_T-1.xml,14,R_G2,12,-1,21
DEU_LocationAUpper-36_37_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_37_T-1.xml,7,R_G2,8,-1,21
DEU_LocationAUpper-36_37_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationAUpper-36_37_T-1.xml,9,R_G2,0,-1,9
