scenario_id,ego_id,rule_STL
DEU_LocationALower-42_12_T-1,13,R_G3
DEU_LocationALower-11_21_T-1,6,R_G3
DEU_LocationALower-11_21_T-1,17,R_G3
DEU_LocationALower-13_12_T-1,12,R_G3
DEU_LocationDLower-10_19_T-1,10,R_G3
DEU_LocationEUpper-24_42_T-1,11,R_G3
DEU_LocationAUpper-30_56_T-1,6,R_G3
DEU_LocationALower-36_37_T-1,7,R_G3
DEU_LocationALower-36_37_T-1,9,R_G3
DEU_LocationALower-36_37_T-1,14,R_G3
DEU_LocationALower-39_3_T-1,9,R_G3
DEU_LocationAUpper-48_47_T-1,7,R_G3
DEU_LocationDLower-9_46_T-1,6,R_G3
DEU_LocationALower-13_9_T-1,17,R_G3
DEU_LocationALower-54_18_T-1,8,R_G3
DEU_LocationAUpper-46_19_T-1,17,R_G3
DEU_LocationALower-50_51_T-1,20,R_G3
DEU_LocationALower-50_51_T-1,21,R_G3
DEU_LocationAUpper-33_5_T-1,14,R_G3
DEU_LocationAUpper-50_13_T-1,19,R_G3
DEU_LocationAUpper-50_13_T-1,22,R_G3
DEU_LocationALower-29_30_T-1,17,R_G3
DEU_LocationAUpper-51_55_T-1,17,R_G3
DEU_LocationEUpper-21_28_T-1,4,R_G3
DEU_LocationELower-24_10_T-1,5,R_G3
DEU_LocationALower-48_23_T-1,13,R_G3
DEU_LocationAUpper-43_17_T-1,19,R_G3
DEU_LocationAUpper-50_42_T-1,11,R_G3
DEU_LocationAUpper-50_42_T-1,15,R_G3
DEU_LocationAUpper-32_38_T-1,26,R_G3
DEU_LocationAUpper-11_15_T-1,35,R_G3
DEU_LocationAUpper-54_2_T-1,10,R_G3
DEU_LocationAUpper-54_2_T-1,12,R_G3
DEU_LocationAUpper-54_31_T-1,10,R_G3
DEU_LocationAUpper-54_31_T-1,17,R_G3
DEU_LocationAUpper-35_40_T-1,12,R_G3
DEU_LocationALower-54_3_T-1,11,R_G3
DEU_LocationALower-54_3_T-1,12,R_G3
DEU_LocationALower-54_3_T-1,15,R_G3
DEU_LocationALower-48_19_T-1,16,R_G3
DEU_LocationALower-48_19_T-1,19,R_G3
DEU_LocationAUpper-50_11_T-1,10,R_G3
DEU_LocationAUpper-40_31_T-1,21,R_G3
DEU_LocationALower-41_33_T-1,10,R_G3
DEU_LocationAUpper-49_29_T-1,9,R_G3
DEU_LocationELower-20_4_T-1,10,R_G3
DEU_LocationAUpper-27_46_T-1,10,R_G3
DEU_LocationAUpper-45_35_T-1,15,R_G3
DEU_LocationAUpper-45_35_T-1,17,R_G3
DEU_LocationAUpper-46_28_T-1,20,R_G3
DEU_LocationAUpper-50_54_T-1,16,R_G3
DEU_LocationFUpper-58_14_T-1,15,R_G3
DEU_LocationDUpper-9_46_T-1,8,R_G3
DEU_LocationALower-44_31_T-1,14,R_G3
DEU_LocationALower-32_22_T-1,9,R_G3
DEU_LocationALower-32_22_T-1,15,R_G3
DEU_LocationALower-54_8_T-1,8,R_G3
DEU_LocationALower-54_8_T-1,10,R_G3
DEU_LocationCUpper-6_49_T-1,10,R_G3
DEU_LocationALower-47_18_T-1,17,R_G3
DEU_LocationAUpper-37_4_T-1,11,R_G3
DEU_LocationALower-39_52_T-1,9,R_G3
DEU_LocationALower-40_13_T-1,9,R_G3
DEU_LocationALower-49_25_T-1,12,R_G3
DEU_LocationAUpper-55_10_T-1,15,R_G3
DEU_LocationALower-56_44_T-1,16,R_G3
DEU_LocationALower-56_44_T-1,17,R_G3
DEU_LocationALower-56_44_T-1,19,R_G3
DEU_LocationALower-56_44_T-1,22,R_G3
DEU_LocationAUpper-49_16_T-1,15,R_G3
DEU_LocationALower-48_51_T-1,7,R_G3
DEU_LocationAUpper-56_33_T-1,13,R_G3
DEU_LocationAUpper-43_45_T-1,21,R_G3
DEU_LocationAUpper-43_45_T-1,22,R_G3
DEU_LocationALower-48_25_T-1,15,R_G3
DEU_LocationALower-39_8_T-1,14,R_G3
DEU_LocationAUpper-55_40_T-1,11,R_G3
DEU_LocationAUpper-55_40_T-1,13,R_G3
DEU_LocationAUpper-55_40_T-1,14,R_G3
DEU_LocationAUpper-55_40_T-1,15,R_G3
DEU_LocationALower-48_54_T-1,10,R_G3
DEU_LocationAUpper-52_38_T-1,10,R_G3
DEU_LocationAUpper-52_38_T-1,25,R_G3
DEU_LocationAUpper-53_10_T-1,8,R_G3
DEU_LocationAUpper-53_10_T-1,10,R_G3
DEU_LocationAUpper-53_10_T-1,15,R_G3
DEU_LocationAUpper-51_18_T-1,22,R_G3
DEU_LocationCUpper-4_17_T-1,10,R_G3
DEU_LocationALower-32_19_T-1,9,R_G3
DEU_LocationAUpper-53_30_T-1,16,R_G3
DEU_LocationAUpper-53_30_T-1,18,R_G3
DEU_LocationFUpper-58_5_T-1,14,R_G3
DEU_LocationALower-36_2_T-1,13,R_G3
DEU_LocationALower-51_17_T-1,15,R_G3
DEU_LocationALower-51_17_T-1,19,R_G3
DEU_LocationAUpper-34_22_T-1,15,R_G3
DEU_LocationAUpper-34_22_T-1,17,R_G3
DEU_LocationAUpper-56_44_T-1,9,R_G3
DEU_LocationALower-45_7_T-1,8,R_G3
DEU_LocationALower-36_11_T-1,15,R_G3
DEU_LocationALower-36_11_T-1,22,R_G3
DEU_LocationALower-29_49_T-1,11,R_G3
DEU_LocationDLower-7_23_T-1,12,R_G3
DEU_LocationDLower-7_23_T-1,13,R_G3
DEU_LocationAUpper-40_29_T-1,15,R_G3
DEU_LocationAUpper-40_29_T-1,19,R_G3
DEU_LocationALower-40_33_T-1,12,R_G3
DEU_LocationELower-17_34_T-1,7,R_G3
DEU_LocationAUpper-41_42_T-1,16,R_G3
DEU_LocationALower-32_10_T-1,18,R_G3
DEU_LocationALower-51_4_T-1,11,R_G3
DEU_LocationALower-51_4_T-1,15,R_G3
DEU_LocationFUpper-59_23_T-1,10,R_G3
DEU_LocationAUpper-55_52_T-1,18,R_G3
DEU_LocationALower-55_41_T-1,8,R_G3
DEU_LocationALower-53_41_T-1,10,R_G3
DEU_LocationAUpper-47_24_T-1,16,R_G3
DEU_LocationAUpper-43_8_T-1,14,R_G3
DEU_LocationAUpper-43_8_T-1,17,R_G3
DEU_LocationAUpper-43_22_T-1,13,R_G3
DEU_LocationAUpper-45_18_T-1,7,R_G3
DEU_LocationCLower-4_12_T-1,7,R_G3
DEU_LocationALower-48_45_T-1,7,R_G3
DEU_LocationAUpper-56_11_T-1,12,R_G3
DEU_LocationALower-40_26_T-1,7,R_G3
DEU_LocationALower-30_40_T-1,9,R_G3
DEU_LocationALower-30_40_T-1,13,R_G3
DEU_LocationAUpper-37_32_T-1,23,R_G3
DEU_LocationALower-55_11_T-1,9,R_G3
DEU_LocationALower-55_11_T-1,14,R_G3
DEU_LocationAUpper-57_12_T-1,12,R_G3
DEU_LocationALower-43_24_T-1,10,R_G3
DEU_LocationALower-54_23_T-1,15,R_G3
DEU_LocationEUpper-17_29_T-1,7,R_G3
DEU_LocationALower-36_8_T-1,6,R_G3
DEU_LocationALower-36_8_T-1,10,R_G3
DEU_LocationALower-13_7_T-1,11,R_G3
DEU_LocationAUpper-54_32_T-1,14,R_G3
DEU_LocationALower-27_50_T-1,12,R_G3
DEU_LocationALower-27_50_T-1,13,R_G3
DEU_LocationAUpper-11_26_T-1,19,R_G3
DEU_LocationAUpper-43_39_T-1,13,R_G3
DEU_LocationELower-23_34_T-1,4,R_G3
DEU_LocationAUpper-36_53_T-1,14,R_G3
DEU_LocationAUpper-36_53_T-1,18,R_G3
DEU_LocationALower-35_39_T-1,9,R_G3
DEU_LocationALower-35_39_T-1,13,R_G3
DEU_LocationALower-35_39_T-1,15,R_G3
DEU_LocationALower-32_28_T-1,10,R_G3
DEU_LocationELower-15_16_T-1,8,R_G3
DEU_LocationALower-13_11_T-1,8,R_G3
DEU_LocationALower-13_11_T-1,10,R_G3
DEU_LocationALower-45_37_T-1,14,R_G3
DEU_LocationALower-44_49_T-1,11,R_G3
DEU_LocationALower-44_49_T-1,13,R_G3
DEU_LocationALower-44_49_T-1,21,R_G3
DEU_LocationALower-31_45_T-1,26,R_G3
DEU_LocationALower-42_41_T-1,15,R_G3
DEU_LocationAUpper-35_35_T-1,13,R_G3
DEU_LocationAUpper-43_5_T-1,16,R_G3
DEU_LocationALower-40_7_T-1,13,R_G3
DEU_LocationALower-40_7_T-1,17,R_G3
DEU_LocationAUpper-40_20_T-1,10,R_G3
DEU_LocationAUpper-33_36_T-1,14,R_G3
DEU_LocationAUpper-34_2_T-1,12,R_G3
DEU_LocationALower-45_49_T-1,11,R_G3
DEU_LocationALower-44_17_T-1,20,R_G3
DEU_LocationALower-52_28_T-1,10,R_G3
DEU_LocationALower-52_28_T-1,15,R_G3
DEU_LocationALower-57_38_T-1,18,R_G3
DEU_LocationALower-57_38_T-1,20,R_G3
DEU_LocationALower-36_10_T-1,15,R_G3
DEU_LocationALower-37_32_T-1,14,R_G3
DEU_LocationALower-28_42_T-1,11,R_G3
DEU_LocationAUpper-41_22_T-1,14,R_G3
DEU_LocationAUpper-37_36_T-1,14,R_G3
DEU_LocationALower-42_10_T-1,24,R_G3
DEU_LocationALower-38_19_T-1,11,R_G3
DEU_LocationCLower-6_34_T-1,15,R_G3
DEU_LocationAUpper-56_47_T-1,9,R_G3
DEU_LocationAUpper-56_47_T-1,11,R_G3
DEU_LocationAUpper-56_47_T-1,18,R_G3
DEU_LocationALower-57_17_T-1,13,R_G3
DEU_LocationALower-40_28_T-1,17,R_G3
DEU_LocationALower-40_28_T-1,18,R_G3
DEU_LocationALower-49_45_T-1,12,R_G3
DEU_LocationALower-43_31_T-1,12,R_G3
DEU_LocationALower-53_23_T-1,8,R_G3
DEU_LocationAUpper-39_55_T-1,21,R_G3
DEU_LocationALower-45_17_T-1,14,R_G3
DEU_LocationALower-45_17_T-1,15,R_G3
DEU_LocationALower-50_48_T-1,14,R_G3
DEU_LocationALower-36_55_T-1,18,R_G3
DEU_LocationALower-36_55_T-1,22,R_G3
DEU_LocationALower-54_25_T-1,10,R_G3
DEU_LocationALower-54_25_T-1,15,R_G3
DEU_LocationAUpper-48_35_T-1,12,R_G3
DEU_LocationAUpper-13_30_T-1,26,R_G3
DEU_LocationAUpper-53_37_T-1,20,R_G3
DEU_LocationALower-51_33_T-1,15,R_G3
DEU_LocationFLower-58_15_T-1,18,R_G3
DEU_LocationALower-37_1_T-1,11,R_G3
DEU_LocationALower-37_1_T-1,12,R_G3
DEU_LocationALower-40_42_T-1,18,R_G3
DEU_LocationEUpper-17_26_T-1,9,R_G3
DEU_LocationFUpper-58_12_T-1,7,R_G3
DEU_LocationALower-56_13_T-1,20,R_G3
DEU_LocationAUpper-50_30_T-1,15,R_G3
DEU_LocationALower-14_53_T-1,16,R_G3
DEU_LocationAUpper-54_42_T-1,14,R_G3
DEU_LocationFUpper-58_13_T-1,14,R_G3
DEU_LocationAUpper-53_22_T-1,18,R_G3
DEU_LocationALower-14_44_T-1,21,R_G3
DEU_LocationALower-13_29_T-1,17,R_G3
DEU_LocationCUpper-4_34_T-1,11,R_G3
DEU_LocationCUpper-4_34_T-1,15,R_G3
DEU_LocationALower-14_51_T-1,14,R_G3
DEU_LocationALower-47_24_T-1,14,R_G3
DEU_LocationAUpper-42_26_T-1,19,R_G3
DEU_LocationALower-37_9_T-1,11,R_G3
DEU_LocationALower-42_8_T-1,11,R_G3
DEU_LocationALower-42_8_T-1,13,R_G3
DEU_LocationAUpper-36_37_T-1,10,R_G3
DEU_LocationAUpper-46_48_T-1,17,R_G3
DEU_LocationAUpper-54_28_T-1,19,R_G3
DEU_LocationAUpper-54_28_T-1,20,R_G3
DEU_LocationAUpper-54_28_T-1,22,R_G3
DEU_LocationAUpper-43_23_T-1,21,R_G3
DEU_LocationAUpper-43_23_T-1,23,R_G3
DEU_LocationALower-40_53_T-1,18,R_G3
DEU_LocationALower-48_42_T-1,15,R_G3
DEU_LocationALower-31_44_T-1,10,R_G3
DEU_LocationALower-50_8_T-1,13,R_G3
DEU_LocationFUpper-58_16_T-1,12,R_G3
DEU_LocationAUpper-29_11_T-1,15,R_G3
DEU_LocationAUpper-50_31_T-1,11,R_G3
DEU_LocationAUpper-50_31_T-1,13,R_G3
DEU_LocationAUpper-48_12_T-1,8,R_G3
DEU_LocationALower-38_22_T-1,11,R_G3
DEU_LocationAUpper-46_52_T-1,20,R_G3
DEU_LocationAUpper-50_25_T-1,14,R_G3
DEU_LocationALower-55_6_T-1,11,R_G3
DEU_LocationAUpper-36_28_T-1,7,R_G3
DEU_LocationALower-42_38_T-1,8,R_G3
DEU_LocationAUpper-27_48_T-1,20,R_G3
DEU_LocationALower-45_1_T-1,10,R_G3
DEU_LocationALower-38_44_T-1,16,R_G3
DEU_LocationALower-38_44_T-1,17,R_G3
DEU_LocationALower-38_44_T-1,19,R_G3
DEU_LocationEUpper-20_21_T-1,9,R_G3
DEU_LocationAUpper-13_22_T-1,15,R_G3
DEU_LocationALower-45_29_T-1,20,R_G3
DEU_LocationAUpper-31_6_T-1,14,R_G3
DEU_LocationAUpper-31_6_T-1,17,R_G3
DEU_LocationAUpper-31_6_T-1,21,R_G3
DEU_LocationALower-39_24_T-1,9,R_G3
DEU_LocationALower-31_37_T-1,9,R_G3
DEU_LocationAUpper-41_47_T-1,16,R_G3
DEU_LocationAUpper-41_47_T-1,17,R_G3
DEU_LocationALower-43_15_T-1,9,R_G3
DEU_LocationAUpper-37_23_T-1,8,R_G3
DEU_LocationALower-45_33_T-1,16,R_G3
DEU_LocationALower-45_33_T-1,17,R_G3
DEU_LocationALower-33_15_T-1,9,R_G3
DEU_LocationALower-29_51_T-1,18,R_G3
DEU_LocationALower-29_51_T-1,23,R_G3
DEU_LocationAUpper-50_48_T-1,20,R_G3
DEU_LocationAUpper-50_48_T-1,21,R_G3
DEU_LocationAUpper-28_2_T-1,16,R_G3
DEU_LocationAUpper-51_8_T-1,16,R_G3
DEU_LocationAUpper-51_8_T-1,17,R_G3
DEU_LocationAUpper-33_21_T-1,19,R_G3
DEU_LocationALower-29_15_T-1,10,R_G3
DEU_LocationAUpper-27_9_T-1,11,R_G3
DEU_LocationALower-53_4_T-1,8,R_G3
DEU_LocationALower-53_4_T-1,13,R_G3
DEU_LocationALower-53_4_T-1,15,R_G3
DEU_LocationAUpper-50_12_T-1,12,R_G3
DEU_LocationAUpper-50_12_T-1,14,R_G3
DEU_LocationAUpper-50_12_T-1,15,R_G3
DEU_LocationAUpper-50_12_T-1,17,R_G3
DEU_LocationAUpper-51_30_T-1,14,R_G3
DEU_LocationEUpper-15_27_T-1,4,R_G3
DEU_LocationAUpper-56_37_T-1,12,R_G3
DEU_LocationALower-45_31_T-1,6,R_G3
DEU_LocationALower-53_37_T-1,16,R_G3
DEU_LocationALower-27_31_T-1,16,R_G3
DEU_LocationALower-27_35_T-1,13,R_G3
DEU_LocationALower-57_46_T-1,13,R_G3
DEU_LocationCLower-6_16_T-1,13,R_G3
DEU_LocationALower-44_13_T-1,17,R_G3
DEU_LocationCLower-6_26_T-1,10,R_G3
DEU_LocationALower-28_43_T-1,11,R_G3
DEU_LocationEUpper-24_46_T-1,18,R_G3
DEU_LocationELower-19_8_T-1,10,R_G3
DEU_LocationCUpper-4_41_T-1,7,R_G3
DEU_LocationALower-57_21_T-1,9,R_G3
DEU_LocationAUpper-48_23_T-1,12,R_G3
DEU_LocationALower-29_24_T-1,14,R_G3
DEU_LocationAUpper-47_16_T-1,17,R_G3
DEU_LocationAUpper-54_33_T-1,9,R_G3
DEU_LocationCLower-4_40_T-1,11,R_G3
DEU_LocationAUpper-54_51_T-1,12,R_G3
DEU_LocationAUpper-37_52_T-1,10,R_G3
DEU_LocationAUpper-44_5_T-1,15,R_G3
DEU_LocationAUpper-33_11_T-1,16,R_G3
DEU_LocationAUpper-40_1_T-1,11,R_G3
DEU_LocationALower-54_39_T-1,15,R_G3
DEU_LocationALower-42_3_T-1,6,R_G3
DEU_LocationAUpper-37_21_T-1,10,R_G3
DEU_LocationAUpper-51_29_T-1,14,R_G3
DEU_LocationAUpper-51_29_T-1,19,R_G3
DEU_LocationALower-53_8_T-1,14,R_G3
DEU_LocationALower-53_8_T-1,20,R_G3
DEU_LocationALower-40_5_T-1,17,R_G3
DEU_LocationAUpper-28_10_T-1,18,R_G3
DEU_LocationALower-47_10_T-1,9,R_G3
DEU_LocationALower-52_18_T-1,15,R_G3
DEU_LocationALower-39_6_T-1,14,R_G3
DEU_LocationAUpper-49_7_T-1,11,R_G3
DEU_LocationAUpper-49_7_T-1,16,R_G3
DEU_LocationAUpper-49_7_T-1,18,R_G3
DEU_LocationAUpper-49_7_T-1,19,R_G3
DEU_LocationALower-26_41_T-1,15,R_G3
DEU_LocationAUpper-28_12_T-1,16,R_G3
DEU_LocationAUpper-48_34_T-1,7,R_G3
DEU_LocationDLower-8_49_T-1,10,R_G3
DEU_LocationAUpper-56_12_T-1,12,R_G3
DEU_LocationAUpper-56_12_T-1,22,R_G3
DEU_LocationAUpper-55_35_T-1,9,R_G3
DEU_LocationALower-43_4_T-1,14,R_G3
DEU_LocationALower-49_19_T-1,11,R_G3
DEU_LocationALower-49_19_T-1,12,R_G3
DEU_LocationALower-49_19_T-1,20,R_G3
DEU_LocationALower-37_2_T-1,11,R_G3
DEU_LocationALower-37_2_T-1,16,R_G3
DEU_LocationALower-37_2_T-1,17,R_G3
DEU_LocationALower-37_2_T-1,19,R_G3
DEU_LocationAUpper-47_46_T-1,10,R_G3
DEU_LocationAUpper-36_60_T-1,20,R_G3
DEU_LocationAUpper-36_60_T-1,24,R_G3
DEU_LocationAUpper-34_12_T-1,24,R_G3
DEU_LocationALower-13_15_T-1,8,R_G3
DEU_LocationALower-13_15_T-1,16,R_G3
DEU_LocationAUpper-53_46_T-1,12,R_G3
DEU_LocationAUpper-45_3_T-1,12,R_G3
DEU_LocationELower-18_15_T-1,5,R_G3
DEU_LocationALower-52_11_T-1,11,R_G3
DEU_LocationAUpper-28_61_T-1,21,R_G3
DEU_LocationAUpper-31_24_T-1,18,R_G3
DEU_LocationALower-13_51_T-1,16,R_G3
DEU_LocationALower-13_51_T-1,17,R_G3
DEU_LocationALower-13_51_T-1,21,R_G3
DEU_LocationALower-13_51_T-1,22,R_G3
DEU_LocationALower-13_51_T-1,23,R_G3
DEU_LocationAUpper-51_27_T-1,20,R_G3
DEU_LocationALower-38_23_T-1,9,R_G3
DEU_LocationALower-38_58_T-1,12,R_G3
DEU_LocationAUpper-53_45_T-1,20,R_G3
DEU_LocationALower-47_51_T-1,6,R_G3
DEU_LocationALower-47_51_T-1,14,R_G3
DEU_LocationALower-30_27_T-1,20,R_G3
DEU_LocationALower-33_53_T-1,15,R_G3
DEU_LocationALower-33_53_T-1,19,R_G3
DEU_LocationAUpper-57_21_T-1,11,R_G3
DEU_LocationAUpper-57_21_T-1,16,R_G3
DEU_LocationAUpper-57_21_T-1,17,R_G3
DEU_LocationELower-17_19_T-1,12,R_G3
DEU_LocationAUpper-50_50_T-1,15,R_G3
DEU_LocationAUpper-39_12_T-1,13,R_G3
DEU_LocationAUpper-38_25_T-1,13,R_G3
DEU_LocationAUpper-30_4_T-1,11,R_G3
DEU_LocationAUpper-30_4_T-1,18,R_G3
DEU_LocationELower-24_15_T-1,10,R_G3
DEU_LocationAUpper-36_46_T-1,22,R_G3
DEU_LocationALower-36_27_T-1,16,R_G3
DEU_LocationALower-32_15_T-1,12,R_G3
DEU_LocationALower-50_19_T-1,13,R_G3
DEU_LocationALower-50_19_T-1,16,R_G3
DEU_LocationALower-36_44_T-1,12,R_G3
DEU_LocationALower-43_44_T-1,19,R_G3
DEU_LocationALower-43_44_T-1,20,R_G3
DEU_LocationAUpper-43_1_T-1,10,R_G3
DEU_LocationAUpper-43_1_T-1,18,R_G3
DEU_LocationALower-49_50_T-1,9,R_G3
DEU_LocationAUpper-44_37_T-1,13,R_G3
DEU_LocationALower-48_6_T-1,10,R_G3
DEU_LocationALower-30_57_T-1,15,R_G3
DEU_LocationALower-50_53_T-1,11,R_G3
DEU_LocationALower-50_53_T-1,16,R_G3
DEU_LocationALower-27_44_T-1,6,R_G3
DEU_LocationAUpper-38_12_T-1,11,R_G3
DEU_LocationALower-28_28_T-1,22,R_G3
DEU_LocationEUpper-16_43_T-1,14,R_G3
DEU_LocationAUpper-50_49_T-1,11,R_G3
DEU_LocationAUpper-39_8_T-1,17,R_G3
DEU_LocationCUpper-5_30_T-1,16,R_G3
DEU_LocationAUpper-32_30_T-1,16,R_G3
DEU_LocationAUpper-32_30_T-1,18,R_G3
DEU_LocationALower-48_53_T-1,16,R_G3
DEU_LocationALower-41_48_T-1,12,R_G3
DEU_LocationALower-41_48_T-1,13,R_G3
DEU_LocationALower-42_26_T-1,13,R_G3
DEU_LocationALower-51_32_T-1,18,R_G3
DEU_LocationALower-51_32_T-1,23,R_G3
DEU_LocationAUpper-36_32_T-1,23,R_G3
DEU_LocationAUpper-45_21_T-1,20,R_G3
DEU_LocationALower-41_11_T-1,14,R_G3
DEU_LocationAUpper-13_47_T-1,15,R_G3
DEU_LocationALower-41_45_T-1,17,R_G3
DEU_LocationALower-46_56_T-1,14,R_G3
DEU_LocationALower-48_7_T-1,8,R_G3
DEU_LocationAUpper-39_25_T-1,10,R_G3
DEU_LocationAUpper-39_25_T-1,21,R_G3
DEU_LocationALower-40_50_T-1,13,R_G3
DEU_LocationCUpper-5_15_T-1,9,R_G3
DEU_LocationALower-33_35_T-1,14,R_G3
DEU_LocationAUpper-46_46_T-1,11,R_G3
DEU_LocationCLower-5_56_T-1,8,R_G3
DEU_LocationCLower-5_56_T-1,11,R_G3
DEU_LocationAUpper-41_56_T-1,16,R_G3
DEU_LocationAUpper-41_56_T-1,19,R_G3
DEU_LocationAUpper-40_21_T-1,15,R_G3
DEU_LocationAUpper-40_21_T-1,17,R_G3
DEU_LocationAUpper-52_26_T-1,8,R_G3
DEU_LocationAUpper-52_26_T-1,13,R_G3
DEU_LocationALower-13_42_T-1,17,R_G3
DEU_LocationALower-56_20_T-1,8,R_G3
DEU_LocationALower-30_60_T-1,15,R_G3
DEU_LocationAUpper-47_30_T-1,15,R_G3
DEU_LocationALower-52_36_T-1,9,R_G3
DEU_LocationALower-52_36_T-1,16,R_G3
DEU_LocationAUpper-38_9_T-1,13,R_G3
DEU_LocationALower-50_25_T-1,9,R_G3
DEU_LocationALower-50_25_T-1,16,R_G3
DEU_LocationALower-47_11_T-1,15,R_G3
DEU_LocationALower-45_12_T-1,21,R_G3
DEU_LocationALower-11_30_T-1,21,R_G3
DEU_LocationALower-11_30_T-1,23,R_G3
DEU_LocationALower-54_41_T-1,7,R_G3
DEU_LocationAUpper-14_42_T-1,14,R_G3
DEU_LocationAUpper-14_42_T-1,15,R_G3
DEU_LocationAUpper-36_23_T-1,11,R_G3
DEU_LocationALower-35_42_T-1,9,R_G3
DEU_LocationALower-54_16_T-1,19,R_G3
DEU_LocationAUpper-54_39_T-1,11,R_G3
DEU_LocationAUpper-54_39_T-1,14,R_G3
DEU_LocationELower-23_19_T-1,10,R_G3
DEU_LocationDLower-10_12_T-1,14,R_G3
DEU_LocationALower-41_31_T-1,13,R_G3
DEU_LocationALower-47_16_T-1,20,R_G3
DEU_LocationCLower-6_24_T-1,18,R_G3
DEU_LocationEUpper-20_5_T-1,4,R_G3
DEU_LocationALower-13_41_T-1,12,R_G3
DEU_LocationALower-13_41_T-1,18,R_G3
DEU_LocationALower-13_41_T-1,20,R_G3
DEU_LocationAUpper-54_50_T-1,8,R_G3
DEU_LocationAUpper-44_49_T-1,13,R_G3
DEU_LocationAUpper-52_40_T-1,20,R_G3
DEU_LocationAUpper-52_40_T-1,21,R_G3
DEU_LocationEUpper-21_49_T-1,8,R_G3
DEU_LocationAUpper-39_57_T-1,17,R_G3
DEU_LocationAUpper-54_26_T-1,9,R_G3
DEU_LocationAUpper-54_26_T-1,12,R_G3
DEU_LocationDLower-10_20_T-1,16,R_G3
DEU_LocationAUpper-34_41_T-1,12,R_G3
DEU_LocationAUpper-13_53_T-1,6,R_G3
DEU_LocationAUpper-52_34_T-1,18,R_G3
DEU_LocationAUpper-13_9_T-1,20,R_G3
DEU_LocationAUpper-13_9_T-1,25,R_G3
DEU_LocationAUpper-13_38_T-1,17,R_G3
DEU_LocationFUpper-60_23_T-1,10,R_G3
